## htsjdk.samtools.metrics.StringHeader
# CollectRnaSeqMetrics --REF_FLAT HUMAN.noRP.refFlat --STRAND_SPECIFICITY NONE --MINIMUM_LENGTH 1000 --INPUT barcode03.ins500.mltmp.bam --OUTPUT barcode03.human.ins500_noRP_ml1000.rnaseq_metrics.txt --RRNA_FRAGMENT_PERCENTAGE 0.8 --METRIC_ACCUMULATION_LEVEL ALL_READS --END_BIAS_BASES 100 --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Sep 13 13:00:08 PDT 2026

## METRICS CLASS	picard.analysis.RnaSeqMetrics
PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS	SAMPLE	LIBRARY	READ_GROUP
54053306	31094993		0	1057279	464412	29573302	0	0	0	1924	2107	61	0.477301	0.522699		0	0.034002	0.014935	0.951063	0.034002	0.01956	0	1.115707	0.325431	0	0			

## HISTOGRAM	java.lang.Integer
normalized_position	All_Reads.normalized_coverage
0	0.130044
1	0.237048
2	0.366768
3	0.454966
4	0.590129
5	0.769987
6	0.850875
7	0.936203
8	0.976875
9	1.046724
10	1.027079
11	1.064316
12	1.147924
13	1.205637
14	1.245231
15	1.250209
16	1.350713
17	1.452183
18	1.506777
19	1.599003
20	1.6456
21	1.699161
22	1.662287
23	1.770393
24	1.886452
25	1.91736
26	1.893257
27	1.758796
28	1.580516
29	1.482163
30	1.403921
31	1.448323
32	1.527678
33	1.582596
34	1.679594
35	1.713422
36	1.756851
37	1.668569
38	1.561354
39	1.526044
40	1.468154
41	1.441393
42	1.455902
43	1.420815
44	1.260771
45	1.206657
46	1.161594
47	1.023406
48	0.951498
49	0.927293
50	0.947311
51	0.94693
52	0.947697
53	1.00019
54	0.998299
55	0.985953
56	0.931013
57	0.851282
58	0.79867
59	0.792419
60	0.77622
61	0.820394
62	0.830732
63	0.749499
64	0.764872
65	0.713606
66	0.674622
67	0.628313
68	0.686491
69	0.702436
70	0.75513
71	0.723901
72	0.729412
73	0.753503
74	0.730809
75	0.709397
76	0.69183
77	0.663479
78	0.664064
79	0.73103
80	0.788158
81	0.850223
82	0.874044
83	0.864927
84	0.823851
85	0.777448
86	0.719105
87	0.696161
88	0.693242
89	0.674603
90	0.588933
91	0.51554
92	0.495296
93	0.457013
94	0.409399
95	0.359505
96	0.335192
97	0.300907
98	0.270036
99	0.179759
100	0.082243

