## htsjdk.samtools.metrics.StringHeader
# CollectRnaSeqMetrics --REF_FLAT HUMAN.noRP.refFlat --STRAND_SPECIFICITY NONE --MINIMUM_LENGTH 1000 --INPUT barcode10.ins500.mltmp.bam --OUTPUT barcode10.human.ins500_noRP_ml1000.rnaseq_metrics.txt --RRNA_FRAGMENT_PERCENTAGE 0.8 --METRIC_ACCUMULATION_LEVEL ALL_READS --END_BIAS_BASES 100 --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Sep 13 13:01:00 PDT 2026

## METRICS CLASS	picard.analysis.RnaSeqMetrics
PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS	SAMPLE	LIBRARY	READ_GROUP
21003084	11574807		0	1430195	420901	9723711	0	0	0	2603	3644	66	0.41668	0.58332		0	0.123561	0.036364	0.840075	0.123561	0.068095	0	1.002223	0.233377	0	0			

## HISTOGRAM	java.lang.Integer
normalized_position	All_Reads.normalized_coverage
0	0.220836
1	0.254957
2	0.318737
3	0.453973
4	0.514022
5	0.591667
6	0.664893
7	0.69183
8	0.686982
9	0.738325
10	0.675815
11	0.695842
12	0.85554
13	0.942242
14	0.954835
15	0.978314
16	1.034861
17	1.071284
18	1.116186
19	1.138915
20	1.163774
21	1.239213
22	1.269895
23	1.21392
24	1.160134
25	1.176957
26	1.310527
27	1.295443
28	1.300983
29	1.393299
30	1.447095
31	1.398087
32	1.398411
33	1.368874
34	1.412961
35	1.345965
36	1.305918
37	1.289028
38	1.277091
39	1.278752
40	1.352264
41	1.396167
42	1.457823
43	1.469082
44	1.487679
45	1.465098
46	1.429125
47	1.469798
48	1.49536
49	1.482308
50	1.474152
51	1.492844
52	1.551862
53	1.472605
54	1.383829
55	1.333042
56	1.331514
57	1.25529
58	1.254182
59	1.233665
60	1.244634
61	1.267146
62	1.251198
63	1.206212
64	1.224029
65	1.183181
66	1.112626
67	1.087123
68	1.02548
69	1.007716
70	0.98581
71	0.913819
72	0.873611
73	0.817865
74	0.800015
75	0.780557
76	0.756462
77	0.774212
78	0.707686
79	0.701427
80	0.813423
81	0.840984
82	0.853357
83	0.84355
84	0.876957
85	0.857615
86	0.786289
87	0.768513
88	0.725991
89	0.692321
90	0.57239
91	0.467352
92	0.43464
93	0.385495
94	0.309788
95	0.251019
96	0.236794
97	0.251197
98	0.229767
99	0.211106
100	0.187434

